"CÓD. 
DEP.",DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,"GRUPO 
DE CULTIVO","SUBGRUPO 
DE CULTIVO",CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,AÑO,PERIODO,"Área Sembrada
(ha)","Área Cosechada
(ha)","Producción
(t)","Rendimiento
(t/ha)",ESTADO FISICO PRODUCCION,"NOMBRE 
CIENTIFICO",CICLO DE CULTIVO
19,CAUCA,19001,POPAYAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,25,25,275,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19212,CORINTO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,19,9,162,18,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19050,ARGELIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,9,9,81,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19290,FLORENCIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,5,5,9,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19022,ALMAGUER,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,4,3,6,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19513,PADILLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,2,2,8,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
19,CAUCA,19845,VILLA RICA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,1,1,6,5.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20621,LA PAZ,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,640,500,5000,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20001,VALLEDUPAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,450,450,2700,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20400,LA JAGUA DE IBIRICO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,291,291,2328,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20228,CURUMANI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,226,180,1620,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20238,EL COPEY,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,210,110,803,7.3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20570,PUEBLO BELLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,175,110,770,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20517,PAILITAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,100,80,560,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20614,RIO DE ORO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,89,25,200,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20013,AGUSTIN CODAZZI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,71,38,266,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20443,MANAURE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,56,56,392,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20383,LA GLORIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,55,50,500,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20178,CHIRIGUANA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,40,10,70,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20750,SAN DIEGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,35,30,210,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20770,SAN MARTIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,30,30,210,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20710,SAN ALBERTO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,15,15,120,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
20,CESAR,20045,BECERRIL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,7,7,49,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
27,CHOCO,27660,SAN JOSE DEL PALMAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,200,185,648,3.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
27,CHOCO,27245,CARMEN DEL ATRATO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,70,30,90,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
27,CHOCO,27135,EL CANTON DEL SAN PABLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,6,3,15,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
23,CORDOBA,23419,LOS CORDOBAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,5,5,14,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25320,GUADUAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,148,113,226,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25743,SILVANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,70,45,1125,25,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25599,APULO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,68,55,440,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25148,CAPARRAPI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,68,11,50,4.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25524,PANDI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,42,28,364,13,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25718,SASAIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,42,21,110,5.24,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25878,VIOTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,41,15,150,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25095,BITUIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,38,19,95,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25807,TIBIRITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,34,32,128,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25797,TENA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,32,24,72,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25245,EL COLEGIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,28,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25290,FUSAGASUGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,27,12,168,14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25653,SAN CAYETANO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,25,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25862,VERGARA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,23,9,63,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25001,AGUA DE DIOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,22,20,190,9.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25506,VENECIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,20,13,195,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25885,YACOPI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,20,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25777,SUPATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,16,16,128,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25489,NIMAIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,15,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25328,GUAYABAL DE SIQUIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,14,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25805,TIBACUY,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,13,10,30,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25875,VILLETA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,13,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25658,SAN FRANCISCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,10,4,20,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25258,EL PEÑON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,9,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25580,PULI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,9,1,3,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25592,QUEBRADANEGRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,6,1,4,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25867,VIANI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,4,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25086,BELTRAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,3,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25019,ALBAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25293,GACHALA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
25,CUNDINAMARCA,25299,GAMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,2,2,6,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41306,GIGANTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,94,47,470,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41396,LA PLATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,73,35,416,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41551,PITALITO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,65,28,330,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41660,SALADOBLANCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,60,13,104,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41676,SANTA MARIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,60,58,580,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41359,ISNOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,53,21,246,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41020,ALGECIRAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,48,21,210,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41001,NEIVA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,47,30,300,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41668,SAN AGUSTIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,45,23,203,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41791,TARQUI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,43,7,70,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41298,GARZON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,39,21,315,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41530,PALESTINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,36,23,207,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41132,CAMPOALEGRE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,26,15,168,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41378,LA ARGENTINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,26,2,20,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41503,OPORAPA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,24,4,40,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41801,TERUEL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,20,19,190,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41615,RIVERA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,19,8,71,9.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41319,GUADALUPE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,17,9,90,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41770,SUAZA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,17,1,9,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41244,ELIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,16,11,110,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41548,PITAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,15,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41016,AIPE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,14,4,50,12.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41799,TELLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,14,8,88,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41524,PALERMO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,12,12,132,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41483,NATAGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,12,2,22,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41078,BARAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,11,6,72,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41518,PAICOL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,11,1,4,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41013,AGRADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,11,1,8,16,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41206,COLOMBIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,7,5,60,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41357,IQUIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,7,2,21,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41026,ALTAMIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,6,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41797,TESALIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,5,2,13,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41006,ACEVEDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
41,HUILA,41807,TIMANA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44855,URUMITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,191,149,745,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44090,DIBULLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,100,47,282,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44110,EL MOLINO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,49,49,245,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44279,FONSECA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,43,40,120,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44001,RIOHACHA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,41,39,156,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,41,36,144,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44874,VILLANUEVA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,38,25,100,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44078,BARRANCAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,35,19,76,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,33,31,124,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44098,DISTRACCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,16,11,55,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
44,LA GUAJIRA,44378,HATO NUEVO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,4,4,20,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50400,LEJANIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,165,155,2170,14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50330,MESETAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,125,115,1380,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50270,EL DORADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,100,94,1128,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50683,SAN JUAN DE ARAMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,69,50,600,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50001,VILLAVICENCIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,50,50,600,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50313,GRANADA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,32,32,384,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50287,FUENTE DE ORO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,25,25,350,14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50711,VISTA HERMOSA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,13,13,156,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50223,SAN LUIS DE CUBARRAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,11,11,154,14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50318,GUAMAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,9,9,72,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50251,EL CASTILLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,7,5,70,14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50370,LA URIBE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,5,5,50,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50226,CUMARAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,2,2,28,14,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
50,META,50686,SAN JUANITO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52687,SAN LORENZO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,26,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52079,BARBACOAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,23,23,92,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52019,ALBAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,22,16,64,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52256,EL ROSARIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,20,18,72,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52786,TAMINANGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,15,15,90,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52678,SAMANIEGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,14,12,24,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52203,COLON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,13,12,32,2.7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52381,LA FLORIDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,10,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52835,TUMACO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,7,6,30,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52520,FRANCISCO PIZARRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,4,4,16,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52427,MAGUI PAYAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,4,4,16,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52540,POLICARPA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,4,1,3,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52352,ILES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,3,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52320,GUAITARILLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,3,3,15,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52233,CUMBITARA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52390,LA TOLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,2,2,8,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
52,NARIÑO,52473,MOSQUERA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,2,2,8,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54206,CONVENCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,105,20,300,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54245,EL CARMEN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,53,5,75,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54398,LA PLAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,52,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54385,LA ESPERANZA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,47,35,420,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54003,ABREGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,38,33,297,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54239,DURANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,37,4,36,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
54,NORTE DE SANTANDER,54261,EL ZULIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2013,2013,33,33,390,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
